row,tweet_id
0,696
1,699
2,701
3,703
4,705
5,708
6,712
7,716
8,718
9,720
10,722
11,724
12,729
13,732
14,734
15,737
16,738
17,741
18,743
19,744
20,746
21,748
22,750
23,753
24,755
25,757
26,759
27,761
28,764
29,766
30,1754
31,1756
32,1758
33,1760
34,1762
35,1765
36,1767
37,1769
38,1771
39,1774
40,1777
41,1778
42,1780
43,1782
44,1784
45,1786
46,1788
47,1790
48,2609
49,2611
50,2614
51,2617
52,2618
53,2621
54,2622
55,2626
56,2629
57,2630
58,2633
59,2634
60,2636
61,2639
62,2641
63,2643
64,2646
65,2647
66,2649
67,2651
68,2653
69,2655
70,2658
71,2661
72,2664
73,2667
74,2669
75,2675
76,2677
77,2679
78,2681
79,2683
80,3760
81,3762
82,3765
83,3766
84,3768
85,3771
86,3772
87,3775
88,3778
89,4869
90,4872
91,4873
92,4876
93,4878
94,4880
95,4883
96,4886
97,4887
98,4891
99,4892
100,4894
101,4898
102,4899
103,4902
104,4904
105,4907
106,4908
107,4910
108,4914
109,4916
110,5807
111,5809
112,5811
113,5813
114,5815
115,5817
116,5820
117,5822
118,5824
119,5827
120,5830
121,5832
122,5834
123,5836
124,5840
125,5842
126,5843
127,5846
128,5847
129,5850
130,5852
131,6482
132,6553
133,6607
134,6656
135,6658
136,6916
137,6918
138,6927
139,6933
140,8296
141,8298
142,8300
143,8303
144,8307
145,8309
146,8311
147,8314
148,8317
149,8319
150,8330
151,8339
152,8418
153,8421
154,8434
155,8438
156,8541
157,8543
158,8546
159,8547
160,8549
161,8552
162,8554
163,8556
164,8558
165,8562
166,8566
167,8569
168,8572
169,8575
170,8576
171,8578
172,9150
173,9153
174,9155
175,9157
176,9159
177,9161
178,9164
179,9166
180,9168
181,9171
182,9172
183,9175
184,9177
185,9179
186,9181
187,9183
188,9185
189,9188
190,9191
191,9192
192,9194
193,9196
194,9199
195,9200
196,9303
197,9826
198,9828
199,9832
200,9833
201,9836
202,9837
203,9839
204,9841
205,9844
206,9846
207,9849
208,10666
209,10668
210,10672
211,10673
212,10675
213,10678
214,10680
215,10682
216,10684
217,10686
218,10688
219,10690
220,10692
221,10695
222,11091
223,11098
224,11103
225,11105
226,11106
227,11109
228,11112
229,11114
230,11115
231,11117
232,11119
233,11121
234,11123
235,11128
236,11130
237,11132
238,11135
239,11137
240,11138
241,11140
242,11142
243,11627
244,11629
245,11631
246,11634
247,11637
248,11640
249,11642
250,11644
251,11646
252,11649
253,11651
254,11654
255,11656
256,11658
257,11660
258,11662
259,11664
260,11667
261,11987
262,11989
263,11993
264,11994
265,11997
266,12001
267,12003
268,12004
269,12007
270,12009
271,12011
272,12018
273,12021
274,12024
275,12565
276,12567
277,12570
278,12571
279,12573
280,12578
281,12579
282,12582
283,12583
284,12585
285,12587
286,12589
287,12593
288,12595
289,12597
290,12600
291,12601
292,12603
293,12606
294,12609
295,12610
296,12613
297,13192
298,13195
299,13199
300,13201
301,13202
302,13204
303,13206
304,13209
305,13210
306,13212
307,13214
308,13216
309,13219
310,13223
311,13225
312,13577
313,13581
314,13582
315,13585
316,13587
317,13589
318,13930
319,13932
320,13934
321,13936
322,13940
